ingredient_name,rating,functions,link
Asiatic Acid,BEST,"Potent antioxidant found naturally in many plants, including Centella asiatica. Used in skin care to help offset triggers of sun damage and aging skin, while also imparting soothing properties.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-asiatic-acid.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Aspergillus Ferment,BEST,Fungi extract produced via fermentation with proven skin-brightening and antioxidant benefits. Can also improve the bioactivity of other skin care ingredients.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-aspergillus-ferment.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Astaxanthin,BEST,"Carotenoid (carotene pigment) found in plants, algae, and fish, particularly salmon, that functions as a potent antioxidant.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-astaxanthin.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Astaxanthin Extract,BEST,"Carotenoid (carotene pigment) found in plants, algae, and fish, particularly salmon, that functions as a potent antioxidant.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-astaxanthin-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Astragalus Membranaceus,BEST,"Latin name for the Chinese herb Huang-Qi, also known as milk vetch.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-astragalus-membranaceus.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
ATP,BEST,"An organic compound from adenosine, which is formed by the hydrolysis of yeast nucleic acids. Research has shown that ATP appears to have strong potential as a skin-restoring ingredient and as a soothing agent.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-atp.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Atractylodes Macrocephala Root Powder,BEST,Herbal ingredient that offers antioxidant benefits and skin-soothing properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-atractylodes-macrocephala-root-powder.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Avena Sativa (Oat) Kernel Extract,BEST,This plant-derived ingredient is well-known for both its antioxidant and skin-soothing properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-avena-sativa-oat-kernel-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Avena Sativa (Oat) Kernel Oil,BEST,"This oat-derived oil is known for its antioxidant and skin-soothing properties, as well as emollient moisturizing benefits.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-avena-sativa-oat-kernel-oil.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Avena Sativa Kernel Extract,BEST,Another name for oat extract. This plant-derived ingredient is well-known for both its antioxidant and skin-soothing properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-avena-sativa.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Avobenzone,BEST,UVA-only sunscreen filter that must be combined with other sunscreen ingredients to achieve broad-spectrum protection. Avobenzone must be stabilized in a formula to keep it from breaking down prematurely on skin.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-avobenzone.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Avocado Oil,BEST,Emollient oil similar to other nonfragrant plant oils. It has antioxidant properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-avocado-oil.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Azadirachta Indica,BEST,This plant's extract form has antioxidant and skin-calming benefits and may also help reduce the population of harmful microbes on skin’s surface.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-azadirachta-indica.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Azelaic Acid,BEST,"Soothing agent and gentle exfoliant that refines skin’s texture and reduces blemishes + their marks. Famous for calming reddened, sensitive skin.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-azelaic-acid.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Azelaoyl Bis-Dipeptide-10,BEST,Azelaoyl bis-dipeptide-10 is a synthetic peptide built around naturally-derived azelaic acid that offers brightening and antioxidant benefits.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-azelaoyl-bis-dipeptide-10.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Azelex,BEST,A prescription azelaic acid medicine.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-azelex.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Babassu Oil,BEST,"Babassu oil comes from the seed of the Orbignya oleifera plant, which is native to Brazil.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-babassu-oil.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bacillus/Soybean Ferment Extract,BEST,A ferment with skin conditioning and antioxidant properties that’s also a source of dark spot-fighting arbutin.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-bacillus-soybean-ferment-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bacillus Ferment,BEST,"A fermented peptide that offers various benefits for skin and hair, depending on the strain used to create the resulting ingredient. In general, it soothes and supports skin’s microbiome.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-bacillus-ferment.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bakuchiol,BEST,"Backed by research for reducing discolorations, wrinkles, and other signs of aging. Contributes to improved elasticity and smoother skin.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-bakuchiol.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Balloon Vine Extract,BEST,"Plant extract noted for its significant soothing benefits, highlighted in research as being overtly calming for signs of compromised skin.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-balloon-vine-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bambusa Vulgaris (Bamboo) Leaf/Stem Extract,BEST,Extract from the common bamboo plant.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-bambusa-vulgaris-bamboo-leaf-stem-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Barberry,BEST,"Plant whose primary component, berberine, is an alkaloid that can have soothing properties.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-barberry.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bearberry Extract,BEST,"Latin name Arctostaphylos uva ursi, there is research showing that this extract has soothing properties.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-bearberry-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Benzephenone-3,BEST,"Also called oxybenzone, a sunscreen agent that protects skin primarily from the sun's UVB rays.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-benzephenone-3.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Benzoyl Peroxide,BEST,This over-the-counter topical antibacterial acne treatment is widely considered the most effective because of its ability to penetrate hair follicles and kill acne-causing bacteria with low sensitivity.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-benzoyl-peroxide.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Berberis Aristata,BEST,Plant that has potential to offer skin-soothing properties,https://www.paulaschoice.com/ingredient-dictionary/ingredient-berberis-aristata.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Berberis Vulgaris Root Extract,BEST,Extract derived from the barberry plant that offers skin-soothing and antioxidant benefits.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-berberis-vulgaris-root-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Beta-Glucan,BEST,Soothing ingredient proven to visibly calm skin and reduce signs of sensitivity + redness. Also offers moisturizing and anti-aging properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-beta-glucan.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Beta Hydroxy Acid,BEST,"Oil-soluble exfoliating ingredient that gently helps slough off dead skin cells and unclogs pores, for softer, smoother texture and tone.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-beta-hydroxy-acid.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Beta-Sitosterol,BEST,"Beta-sitosterol is a fatty acid-type ingredient derived from plants, and is similar to cholesterol.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-beta-sitosterol.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
BHA (Beta Hydroxy Acid),BEST,"BHA, or beta hydroxy acid, is more commonly known as salicylic acid.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-bha-beta-hydroxy-acid.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bifida Ferment Lysate,BEST,"Probiotic-derived ingredient that strengthens skin's microbiome, encouraging skin to repair itself, which helps it look younger.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-bifida-ferment-lysate.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bilberry Extract,BEST,Some research shows bilberry (vaccinium myrtillis) to be effective as an antioxidant when ingested...,https://www.paulaschoice.com/ingredient-dictionary/ingredient-bilberry-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bioflavonoid,BEST,Diverse range of substances that are components of many fruits and vegetables.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-bioflavonoid.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides,BEST,Combining several B vitamins with stabilizing yeast peptides leads to a skin-energizing blend that also helps hydrate and condition skin.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-vitamin-b-peptide-complex.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bisabolol,BEST,Soothing ingredient with significant skin-calming properties. Can be derived from plants (such as chamomile) or made synthetically.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-bisabolol.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bis-Diglyceryl Polyacyladipate-2,BEST,A synthetic ingredient used in skin care products to enhance texture and provide emollient properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-bis-diglyceryl-polyacyladipate-2.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,BEST,Synthetic broad-spectrum sunscreen agent that helps defend skin against UVA and UVB rays; praised for excellent photostability.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-bis-ethylhexyloxyphenol-methoxyphenyl-triazine.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Blackberry,BEST,Berries that have antioxidant properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-blackberry.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Black Currant Oil,BEST,Non-volatile plant oil.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-black-currant-oil.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Black Elderberry,BEST,"When taken orally, this has antioxidant properties.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-black-elderberry.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Black Raspberry,BEST,Fruit that has antioxidant properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-black-raspberry.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Black Tea,BEST,Antioxidant-rich plant extract.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-black-tea.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Bladderwrack Extract,BEST,Extract derived from seaweed; it can be an effective antioxidant and has water-binding properties.,https://www.paulaschoice.com/ingredient-dictionary/ingredient-bladderwrack-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
Boerhavia Diffusa Root Extract,BEST,"Skin-soothing antioxidant that delivers additional beneficial compounds, such as amino acids. May also help visibly correct uneven skin tone.",https://www.paulaschoice.com/ingredient-dictionary/ingredient-boerhavia-diffusa-root-extract.html?csortb1=ingredientNotRated&csortb2=ingredientRating&csortb3=name&csortd1=1&csortd2=2&csortd3=1&sz=2000&fdid=ingredients&start=0
