ingredient,in_skin_map,in_incidecoder,skin_types,effect,confidence,inci_source,inci_slug,inci_what_it_does,inci_details
acetyl cyclohexapeptide-34,1,0,normal,good,medium,,,,
acetyl cysteine,1,0,normal,good,medium,,,,
acetyl decapeptide-3,1,0,normal,good,medium,,,,
acetyl dipeptide-1 cetyl ester,1,0,wrinkle,good,medium,,,,
acetyl dipeptide-3 aminohexanoate,1,0,normal,good,medium,,,,
acetyl dipeptide-31 amide,1,0,normal,good,medium,,,,
acetyl dipeptide-32 amide,1,0,normal,good,medium,,,,
acetyl ethylhexyl polyhydroxystearate,1,0,dry; normal,good,medium,,,,
acetyl farnesylcysteine,1,0,normal,good,medium,,,,
acetyl galactosamine,1,0,dry; normal,good,medium,,,,
acetyl glucosamine,1,0,dry; pigmentation; sensitive,good,medium,,,,
acetyl glucosamine ethyl ether,1,0,dry; normal,good,medium,,,,
acetyl glutamic acid,1,0,normal,good,medium,,,,
acetyl glutamine,1,0,dry; sensitive,good,medium,,,,
acetyl glyceryl ricinoleate,1,0,dry,good,medium,,,,
acetyl glycyl beta-alanine,1,0,normal,good,medium,,,,
acetyl heptapeptide-19 amide,1,0,normal,good,medium,,,,
acetyl heptapeptide-4,1,0,wrinkle,good,low,,,,
acetyl heptapeptide-9,1,0,normal,good,medium,,,,
acetyl hexapeptide-1,1,0,dry; wrinkle,good,medium,,,,
acetyl hexapeptide-19,1,0,normal,good,medium,,,,
acetyl hexapeptide-20,1,0,normal,good,medium,,,,
acetyl hexapeptide-24,1,0,normal,good,medium,,,,
acetyl hexapeptide-24 amide,1,0,normal,good,medium,,,,
acetyl hexapeptide-3,1,0,wrinkle,good,low,,,,
acetyl hexapeptide-30,1,0,wrinkle,good,medium,,,,
acetyl hexapeptide-31,1,0,normal,good,medium,,,,
acetyl hexapeptide-37,1,0,dry; wrinkle,good,medium,,,,
acetyl hexapeptide-38,1,0,normal,good,medium,,,,
acetyl hexapeptide-39,1,0,normal,good,medium,,,,
acetyl hexapeptide-49,1,0,normal,good,medium,,,,
acetyl hexapeptide-51 amide,1,0,normal,good,medium,,,,
acetyl hexapeptide-68 amide acetate,1,0,normal,good,medium,,,,
acetyl hexapeptide-71 amide,1,0,normal,good,medium,,,,
acetyl hexapeptide-76 amide,1,0,normal,good,medium,,,,
acetyl hexapeptide-8,1,0,dry; wrinkle,good,medium,,,,
acetyl hexapeptide-8 amide,1,0,normal,good,medium,,,,
acetyl hexapeptide-8 oligopeptide-133,1,0,normal,good,medium,,,,
acetyl histidine,1,0,dry; normal,good,medium,,,,
acetyl hydroxyproline,1,0,dry; normal,good,medium,,,,
acetyl lactosamine,1,0,normal,good,medium,,,,
acetyl mannosylerythritol lipid,1,0,normal,good,medium,,,,
acetyl methionine,1,0,dry; wrinkle,good,medium,,,,
acetyl methyl hydroxyprolinatyl glycyrrhetinate,1,0,normal,good,medium,,,,
acetyl octapeptide-17 amide,1,0,normal,good,medium,,,,
acetyl octapeptide-2,1,0,normal,good,medium,,,,
acetyl octapeptide-29 amide,1,0,normal,good,medium,,,,
acetyl octapeptide-3,1,0,dry; wrinkle,good,medium,,,,
acetyl octapeptide-3 oligopeptide-133,1,0,normal,good,medium,,,,
acetyl oligopeptide-129 amidopropoxy peg-2 propylamine,1,0,normal,good,medium,,,,
acetyl oligopeptide-181,1,0,normal,good,medium,,,,
acetyl ornithine,1,0,normal,good,medium,,,,
acetyl pentapeptide-35,1,0,normal,good,medium,,,,
acetyl pentapeptide-55 amide,1,0,normal,good,medium,,,,
acetyl proline,1,0,dry,good,medium,,,,
acetyl prolyl hydroxyproline,1,0,dry; normal,good,medium,,,,
acetyl s-carrot tetrapeptide-1 amide,1,0,normal,good,medium,,,,
acetyl s-cow pentapeptide-1 sp,1,0,normal,good,medium,,,,
acetyl s-fea's viper pentapeptide-1 amide,1,0,normal,good,medium,,,,
acetyl s-silkworm oligopeptide-1 sp amide,1,0,dry; normal; oily,good,medium,,,,
acetyl sh-decapeptide-2 amide,1,0,normal,good,medium,,,,
acetyl sh-decapeptide-4 sp amide trifluoroacetate,1,0,normal,good,medium,,,,
acetyl sh-heptapeptide-1,1,0,normal,good,medium,,,,
acetyl sh-hexapeptide-5 amide acetate,1,0,wrinkle,good,medium,,,,
acetyl sh-hexapeptide-8 sp,1,0,normal,good,medium,,,,
acetyl sh-nonapeptide-5,1,0,normal,good,medium,,,,
acetyl sh-oligopeptide-26 sh-oligopeptide-27 sp,1,0,dry; normal,good,medium,,,,
acetyl sh-oligopeptide-29 sp,1,0,normal,good,medium,,,,
acetyl sh-oligopeptide-30 sp,1,0,normal,good,medium,,,,
acetyl sh-oligopeptide-77 amide,1,0,normal,good,medium,,,,
acetyl sh-oligopeptide-92 sp,1,0,normal,good,medium,,,,
acetyl sh-pentapeptide-1,1,0,normal,good,medium,,,,
acetyl sh-pentapeptide-35,1,0,normal,good,medium,,,,
acetyl sh-tetrapeptide-1,1,0,normal,good,medium,,,,
acetyl sh-tetrapeptide-2 amide,1,0,normal,good,medium,,,,
acetyl sh-tetrapeptide-39,1,0,normal,good,medium,,,,
acetyl sh-tripeptide-1 amide,1,0,normal,good,medium,,,,
acetyl sh-tripeptide-3 amide,1,0,normal,good,medium,,,,
acetyl sh-tripeptide-4 amide,1,0,normal,good,medium,,,,
acetyl taurinate and citrate),1,0,,neutral,low,,,,
acetyl tetrapeptide-11,1,0,dry; wrinkle,good,medium,,,,
acetyl tetrapeptide-15,1,0,normal,good,medium,,,,
acetyl tetrapeptide-15 *plant origin,1,0,wrinkle,good,low,,,,
acetyl tetrapeptide-17,1,0,normal,good,medium,,,,
acetyl tetrapeptide-18,1,0,normal,good,medium,,,,
acetyl tetrapeptide-2,1,0,wrinkle,good,medium,,,,
acetyl tetrapeptide-2 acetate,1,0,normal,good,medium,,,,
acetyl tetrapeptide-22,1,0,normal,good,medium,,,,
acetyl tetrapeptide-27,1,0,normal,good,medium,,,,
acetyl tetrapeptide-3,1,0,wrinkle,good,low,,,,
acetyl tetrapeptide-40,1,0,normal,good,medium,,,,
acetyl tetrapeptide-5,1,0,dry; sensitive; wrinkle,good,medium,,,,
acetyl tetrapeptide-5 and acetyl hexapeptide-8,1,0,wrinkle,good,low,,,,
acetyl tetrapeptide-69 amide acetate,1,0,normal,good,medium,,,,
acetyl tetrapeptide-71,1,0,dry; normal,good,medium,,,,
acetyl tetrapeptide-9,1,0,wrinkle,good,medium,,,,
acetyl triethylhexyl citrate,1,0,dry; normal,good,medium,,,,
acetyl trifluoromethylphenyl valylglycine,1,0,normal,good,medium,,,,
acetyl trihexyl citrate,1,0,dry; normal,good,medium,,,,
acetyl tripeptide-1,1,0,normal,good,medium,,,,
acetyl tripeptide-30 citrulline,1,0,normal,good,medium,,,,
acetyl tripeptide-53 amide,1,0,normal,good,medium,,,,
acetyl tripeptide-54 amide,1,0,normal,good,medium,,,,
acetyl tripeptide-59 amide,1,0,normal,good,medium,,,,
acetyl tripeptide-74 amide,1,0,normal,good,medium,,,,
acetyl tryptophan,1,0,normal,good,medium,,,,
acetyl tyrosinamide,1,0,normal,good,medium,,,,
acetyl tyrosine,1,0,dry,good,medium,,,,
acetyl zingerone,1,0,dry,good,medium,,,,
acetylarginyltryptophyl diphenylglycine,1,0,sensitive; wrinkle,good,medium,,,,
acetylated c10-40 hydroxyalkyl acid cholesterol/lanosterol esters,1,0,normal,good,medium,,,,
acetylated castor oil,1,0,dry,good,medium,,,,
acetylated cetyl hydroxyprolinate,1,0,dry; normal,good,medium,,,,
acetylated glyceryl stearate/palmitate,1,0,normal,good,medium,,,,
acetylated glycol stearate,1,0,dry,good,low,,,,
acetylated hyaluronic acid,1,0,dry; sensitive,good,medium,,,,
acetylated hydrogenated castor oil,1,0,dry; normal,good,medium,,,,
acetylated hydrogenated cottonseed glyceride,1,0,dry,good,medium,,,,
acetylated hydrogenated lanolin,1,0,dry; normal,good,medium,,,,
acetylated lanolin,1,0,dry,good,medium,,,,
acetylated lanolin alcohol,1,0,dry,good,medium,,,,
acetylated lard glyceride,1,0,dry,good,medium,,,,
acetylated palm kernel glycerides,1,0,dry,good,medium,,,,
acetylated sucrose distearate,1,0,dry,good,medium,,,,
acetylcysteine,1,0,dry; wrinkle,good,low,,,,
acetyle glucosamine,1,0,dry; pigmentation,good,low,,,,
acetylglutaminoyl farnesylcysteine,1,0,dry; normal,good,medium,,,,
acetylheptapeptide-4,1,0,wrinkle,good,low,,,,
acetylmethionyl methylsilanol elastinate,1,0,normal,good,medium,,,,
acetylneuraminic acid,1,0,normal,good,medium,,,,
acetylphytosphingosine,1,0,normal,good,medium,,,,
acetylphytosphingosine phosphate,1,0,normal,good,medium,,,,
achillea millefolium extract,1,0,sensitive; wrinkle,good,medium,,,,
achillea millefolium flower extract,1,0,dry,good,medium,,,,
achillea millefolium oil,1,0,sensitive,good,medium,,,,
achyranthes bidentata root extract,1,0,normal,good,medium,,,,
achyranthes fauriei root extract,1,0,normal,good,medium,,,,
achyranthes japonica extract,1,0,normal,good,medium,,,,
achyrocline satureioides flower extract,1,0,normal,good,medium,,,,
achyrocline satureioides flower oil,1,0,dry; normal,good,medium,,,,
achyrocline satureioides leaf extract,1,0,normal,good,medium,,,,
acid blend,1,0,normal,neutral,low,,,,
acid protease,1,0,dry; sensitive; wrinkle,good,low,,,,
acid-free vitamin c,1,0,pigmentation; wrinkle,good,medium,,,,
acide dilinoléique butanediol copolymère,1,0,dry; normal,good,low,,,,
acide hyaluronique bleu,1,0,dry; sensitive,good,medium,,,,
acide hyaluronique hydrolysé,1,0,dry; sensitive,good,medium,,,,
acidophilus/grape ferment,1,0,normal,good,medium,,,,
acidophilus/grape ferment filtrate,1,0,normal,good,medium,,,,
acids,1,0,normal,neutral,low,,,,
acinetobacter ferment,1,0,normal,good,medium,,,,
acinetobacter ferment extract,1,0,normal,good,medium,,,,
acinetobacter/soybean seed extract ferment,1,0,dry; normal,good,medium,,,,
acinos alpinus extract,1,0,normal,good,medium,,,,
acmella oleracea extract,1,0,normal,good,low,,,,
acne scarring,1,0,normal,neutral,low,,,,
acne scarring extract,1,0,dry; sensitive,good,low,,,,
aconitum austrokoreense flower extract,1,0,dry; normal,good,medium,,,,
aconitum ciliare root extract,1,0,normal,good,medium,,,,
aconitum koreanum extract,1,0,normal,good,medium,,,,
acorus calamus rhizome extract,1,0,normal,good,medium,,,,
acorus calamus rhizome water,1,0,normal,good,medium,,,,
acorus calamus root,1,0,normal,good,medium,,,,
acorus calamus root extract,1,0,normal,good,medium,,,,
acorus gramineus callus culture conditioned media,1,0,normal,good,medium,,,,
acorus gramineus callus extract,1,0,normal,good,medium,,,,
acorus gramineus extract,1,0,dry; normal,good,medium,,,,
acorus gramineus rhizome extract,1,0,dry; normal,good,medium,,,,
acorus gramineus root/stem extract,1,0,normal,good,medium,,,,
acrocomia aculeata seed butter,1,0,dry,good,medium,,,,
acronychia acidula fruit extract,1,0,dry; normal,good,medium,,,,
acronychia acidulafruit powder,1,0,dry; normal,good,medium,,,,
acronychia pedunculata bark extract,1,0,normal,good,medium,,,,
acronychia pedunculata extract,1,0,normal,good,medium,,,,
acry- lates c10-30 alkyl acrylate crosspolymer,1,0,normal,neutral,low,,,,
acrylamide sodium acryloyldimethyltaurate copolymer,1,0,normal,neutral,low,,,,
acrylamide sodium acryloyldimethyltauratecopolymer,1,0,normal,neutral,low,,,,
acrylate sodium acryloyldimenthyl taurate copolymer,1,0,normal,neutral,low,,,,
acrylates,1,0,normal,neutral,low,,,,
acrylates ammonium methacrylate copolymer,1,0,normal,neutral,low,,,,
acrylates beheneth-25 methacrylate copolymer,1,0,normal,neutral,low,,,,
acrylates c10 -30 alkyl acrylate crosspolymer,1,0,normal,neutral,low,,,,
acrylates c10 30 alkyl acrylate crosspolymer,1,0,normal,neutral,low,,,,
acrylates c10-30 alkyl acrylate,1,0,normal,neutral,low,,,,
acrylates c10-30 alkyl acrylate copolymer,1,0,normal,neutral,low,,,,
acrylates c10-30 alkyl acrylate crosspolymer,1,1,normal,neutral,low,INCI Decoder,acrylates-c10-30-alkyl-acrylate-crosspolymer,,"Though its long name does not reveal it, this polymer molecule (big molecule from repeated subunits or monomers) is a relative to the super common, water-loving thickener, Carbomer . Both of them are big molecules that contain acrylic acid units, but Acrylates/C10-30 Alkyl Acrylate Crosspolymer also contains some other monomers that are hydrophobic, i.e. water-hating.  This means that our molecule is part water- and part oil-loving, so it not only works as a thickener but also as an emulsion stabilizer . It is very common in gel-type formulas that also contain an oil-phase as well as in cleansers as it also works with most cleansing agents (unlike a lot of other thickeners).  [more]"
"acrylates c10-30 alkyl acrylate crosspolymer,tromethamine",1,0,normal,neutral,low,,,,
acrylates c10-30 alkylacrylate crosspolymer,1,0,normal,neutral,low,,,,
acrylates c10-30 alykyl acrylate crosspolymer,1,0,normal,neutral,low,,,,
acrylates c10-c30 alkyl acrylate crosspolymer,1,0,normal,neutral,low,,,,
acrylates c12-22 alkyl methacrylate copolymer,1,0,normal,neutral,low,,,,
acrylates carbamate copolymer,1,1,normal,neutral,low,INCI Decoder,acrylates-carbamate-copolymer,,
acrylates copolymer,1,0,dry,good,medium,,,,
acrylates crosspolymer,1,0,oily,good,medium,,,,
acrylates crosspolymer-4,1,0,oily,good,low,,,,
acrylates crosspolymer-6,1,0,normal,good,medium,,,,
acrylates dimethicone co -polymer,1,0,dry; sensitive,good,low,,,,
acrylates dimethicone copolymer,1,0,dry; sensitive,good,low,,,,
acrylates dimethylaminoethyl methacrylate copolymer,1,0,normal,neutral,low,,,,
acrylates ethylhexyl acrylate crosspolymer,1,0,normal,neutral,low,,,,
acrylates ethylhexyl acrylate dimethicone methacrylate copolymer,1,1,normal,neutral,low,INCI Decoder,acrylates-ethylhexyl-acrylate-dimethicone-methacrylate-copolymer,,
acrylates isobornyl acrylate copolymer,1,0,normal,neutral,low,,,,
acrylates octylacrylamide copolymer,1,1,normal,neutral,low,INCI Decoder,acrylates-octylacrylamide-copolymer,,
acrylates palmeth-25 acrylate copolymer,1,1,normal,neutral,low,INCI Decoder,acrylates-palmeth-25-acrylate-copolymer,,
acrylates polytrimethylsiloxymethacrylate copolymer,1,0,normal,neutral,low,,,,
acrylates steareth-20 methacrylate copolymer,1,1,normal,neutral,low,INCI Decoder,acrylates-steareth-20-methacrylate-copolymer,,
acrylates stearyl acrylate dimethicone methacrylate copolymer,1,0,normal,neutral,low,,,,
acrylates stearyl methacrylate copolymer,1,0,normal,neutral,low,,,,
acrylates vinyl isodecanoate crosspolymer,1,0,normal,neutral,low,,,,
acrylates/acrylamide copolymer,1,0,dry,good,medium,,,,
acrylates/bis-hydroxypropyl dimethicone crosspolymer,1,0,normal,good,medium,,,,
acrylates/carbamate copolymer,1,0,normal,good,medium,,,,
acrylates/dimethicone methacrylate copolymer,1,0,dry; normal,good,medium,,,,
acrylates/polytrimethylsiloxymethacrylate copolymer,1,0,normal,good,medium,,,,
acrylates/rhus verniciflua sap extract crosspolymer,1,0,normal,good,medium,,,,
acrylatescopolymer,1,0,normal,neutral,low,,,,
acrylic acid acrylamidomethyl propane sulfonic acid copolymer,1,0,normal,neutral,low,,,,
acrylic acid vp crosspolymer,1,0,normal,neutral,low,,,,
acrylic acid/acrylonitrogens copolymer,1,0,normal,good,medium,,,,
acrylic acid/ethyltrimonium chloride methacrylate copolymer,1,0,normal,good,medium,,,,
acrylonitrile/glycol dimethacrylate crosspolymer,1,0,oily,good,medium,,,,
acryloyldimethyl taurate copolymer,1,1,normal,neutral,low,INCI Decoder,sodium-acrylate-acryloyldimethyl-taurate-copolymer,,
acryloyldimethyltaurate vp copolymer,1,0,normal,neutral,low,,,,
acsorbyl palmitate,1,0,,neutral,low,,,,
acsorbyl palmitate extract,1,0,dry; sensitive,good,low,,,,
actaea heracleifolia root extract,1,0,normal,good,medium,,,,
actinidia arguta fruit extract,1,0,normal,good,medium,,,,
actinidia arguta juice,1,0,dry; normal,good,medium,,,,
actinidia arguta stem extract,1,0,normal,good,medium,,,,
actinidia chinensis fruit extract,1,1,pigmentation; wrinkle,good,medium,INCI Decoder,actinidia-chinensis-fruit-extract,,
actinidia chinensis fruit extract kiwi fruit extract,1,0,pigmentation; wrinkle,good,low,,,,
actinidia chinensis fruit juice,1,0,normal,good,medium,,,,
actinidia chinensis fruit water,1,0,dry,good,low,,,,
actinidia chinensis seed,1,0,dry; normal,good,medium,,,,
actinidia chinensis seed extract,1,0,normal,good,medium,,,,
actinidia chinensis seed oil,1,0,dry; normal,good,medium,,,,
actinidia chinensis stem extract,1,0,normal,good,medium,,,,
actinidia deliciosa fruit,1,0,dry; normal,good,medium,,,,
actinidia deliciosa fruit extract,1,0,normal,good,medium,,,,
actinidia polygama fruit extract,1,0,normal,good,medium,,,,
actinidia polygama leaf extract,1,0,dry; normal,good,medium,,,,
actinidia polygama leaf/stem extract,1,0,normal,good,medium,,,,
actiniopteris dichotoma extract,1,0,normal,good,medium,,,,
actinotus helianthi flower extract,1,0,normal,good,medium,,,,
activated aloe water,1,0,dry,good,low,,,,
activated bamboo charcoal,1,0,oily; sensitive,good,low,,,,
activated binchotan charcoal,1,0,oily,good,low,,,,
activated c,1,0,,neutral,low,,,,
activated charcoal,1,0,oily,good,low,,,,
activated clay,1,0,oily,good,medium,,,,
active,1,0,,neutral,low,,,,
active caffeine,1,0,wrinkle,good,low,,,,
active ingredient,1,0,oily; pigmentation; wrinkle,good,medium,,,,
active microcapsules,1,0,normal,neutral,low,,,,
active microcapsules extract,1,0,dry; sensitive,good,low,,,,
active peptide supercell booster,1,0,wrinkle,good,low,,,,
active vegan collagen,1,0,dry; wrinkle,good,low,,,,
acv,1,0,oily,good,low,,,,
acyl coenzyme a desaturase,1,0,normal,good,medium,,,,
acétate de copyloryl vanilline,1,0,normal,neutral,low,,,,
adansonia digitata fruit extract,1,0,pigmentation; wrinkle,good,low,,,,
adansonia digitata leaf extract,1,0,normal,good,medium,,,,
adansonia digitata oil,1,0,dry; normal,good,medium,,,,
adansonia digitata pulp extract,1,0,dry; normal,good,medium,,,,
adansonia digitata seed extract,1,0,dry; sensitive; wrinkle,good,medium,,,,
adansonia digitata seed oil,1,0,dry; oily; sensitive; wrinkle,good,medium,,,,
adansonia digitata seed oil peg-8 esters,1,0,dry,good,medium,,,,
adansonia digitata seed oil polyglyceryl-6 esters,1,0,dry,good,medium,,,,
adansonia grandidieri seed oil,1,0,dry; normal,good,medium,,,,
adapotgenic mushroom + ceramide complex,1,0,dry; sensitive,good,medium,,,,
adaptogenic ashwagandha,1,0,sensitive; wrinkle,good,low,,,,
adaptogenic ashwagandha extract,1,0,dry; sensitive,good,low,,,,
adaptogenic astragalus and squalane,1,0,dry,good,medium,,,,
adaptogenic licorice root,1,0,pigmentation; sensitive; wrinkle,good,low,,,,
adaptogenic mushrooms,1,0,sensitive; wrinkle,good,low,,,,
adaptogenic mushrooms extract,1,0,dry; sensitive,good,low,,,,
adaptogenic reishi,1,0,sensitive; wrinkle,good,low,,,,
adaptogenic reishi extract,1,0,dry; sensitive,good,low,,,,
adaptogenic schisandra,1,0,sensitive; wrinkle,good,low,,,,
adaptogenic schisandra extract,1,0,dry; sensitive,good,low,,,,
adaptogens,1,0,sensitive; wrinkle,good,low,,,,
address the causes of breakouts and sun damage,1,0,,neutral,low,,,,
addressing shine and excess oil salicylic acid,1,0,oily,good,medium,,,,
addressing uv-induced free-radical damage,1,0,,neutral,low,,,,
aden- osine,1,0,,neutral,low,,,,
adenanthera pavonina extract,1,0,normal,good,medium,,,,
adenanthera pavonina seed extract,1,0,normal,good,medium,,,,
adenine,1,0,normal,good,medium,,,,
adenium obesum callus culture extract,1,0,dry; normal,good,medium,,,,
adenium obesum extract,1,0,normal,good,low,,,,
adenium obesum leaf cell extract,1,0,normal,good,medium,,,,
adenium obesum leaf extract,1,0,normal,good,medium,,,,
adenophora stricta root extract,1,0,dry; normal,good,medium,,,,
adenosine,1,0,sensitive; wrinkle,good,medium,,,,
adenosine cyclic phosphate,1,0,normal,good,medium,,,,
adenosine phosphate,1,0,sensitive,good,medium,,,,
adenosine triphosphate,1,0,sensitive; wrinkle,good,medium,,,,
adeps bovis,1,0,dry,good,medium,,,,
adeps suillus,1,0,dry,good,medium,,,,
adiantum capillus-veneris leaf extract,1,0,normal,good,medium,,,,
adiantum pedatum,1,0,normal,good,medium,,,,
adiantum pedatum extract,1,0,oily,good,medium,,,,
adipic acid diethylene glycol glycerin,1,0,dry; sensitive,good,medium,,,,
adipic acid diglycol crosspolymer,1,0,dry; normal,good,low,,,,
adipic acid dihydrazide,1,0,dry,good,medium,,,,
adipic acid neopentyl glycol crosspolymer,1,1,normal,neutral,low,INCI Decoder,adipic-acid-neopentyl-glycol-crosspolymer,,"Little, porous spheres that have magic  blurring powers, meaning they can optically blur fine lines, wrinkles, and pores. Penstia Powder also improves product texture as the little particles roll on the skin rather than ""drag"", so the ingredient gives a nice slip and thus silky, creamy texture to the formulas. It can also reduce tackiness and has some oil/sebum absorption capacity. [more]"
